Transaction ID,Type,Internal Amount,Bank Amount,Reconciliation Status,,,,,Metric,Value
1589,TRANSFER,133637.07,133637.07,Matched,,,,,,
1590,CASH_IN,159270.52,159270.52,Matched,,,,,,
1591,CASH_IN,46179.38,46179.38,Matched,,,,,,
1592,PAYMENT,10349.31,10349.31,Matched,,,,,,
1593,TRANSFER,75752.73,75752.73,Matched,,,,,,
1594,CASH_IN,19872.97,19872.97,Matched,,,,,,
1595,CASH_IN,91611.03,91611.03,Matched,,,,,,
1596,PAYMENT,7672.12,7672.12,Matched,,,,,,
1597,TRANSFER,100362.16,100362.16,Matched,,,,,,
1598,CASH_IN,203283.36,203283.36,Matched,,,,,,
1599,CASH_IN,128022.19,128022.19,Matched,,,,,,
1600,PAYMENT,1203.13,1203.13,Matched,,,,,,
1601,CASH_IN,37475.31,37475.31,Matched,,,,,,
1602,TRANSFER,191177.92,191177.92,Matched,,,,,,
1603,CASH_IN,157949.72,157949.72,Matched,,,,,,
1604,PAYMENT,1635.86,1635.86,Matched,,,,,,
1605,CASH_IN,151764.65,151764.65,Matched,,,,,,
1606,TRANSFER,435589.96,435589.96,Matched,,,,,,
1607,PAYMENT,5072.52,5072.52,Matched,,,,,,
1608,CASH_IN,72311.62,72311.62,Matched,,,,,,
1609,TRANSFER,1950.77,1950.77,Matched,,,,,,
1610,PAYMENT,3176.52,3176.52,Matched,,,,,,
1611,CASH_IN,198443.49,198443.49,Matched,,,,,,
1612,TRANSFER,2223005.62,2223005.62,Matched,,,,,,
1613,PAYMENT,2891.7,2891.7,Matched,,,,,,
1614,TRANSFER,902505.61,902505.61,Matched,,,,,,
1615,CASH_IN,532111.14,532111.14,Matched,,,,,,
1616,PAYMENT,1557.98,1557.98,Matched,,,,,,
1617,TRANSFER,1201716.66,1201716.66,Matched,,,,,,
1618,CASH_IN,839300.36,839300.36,Matched,,,,,,
1619,CASH_IN,26516.56,26516.56,Matched,,,,,,
1620,TRANSFER,494972.01,494972.01,Matched,,,,,,
1621,PAYMENT,19316.5,19316.5,Matched,,,,,,
1622,CASH_IN,11436.9,11436.9,Matched,,,,,,
1623,CASH_IN,105647.45,105647.45,Matched,,,,,,
1624,PAYMENT,8212.99,8212.99,Matched,,,,,,
1625,CASH_IN,37554.62,37554.62,Matched,,,,,,
1626,CASH_IN,61858.19,61858.19,Matched,,,,,,
1627,PAYMENT,5284.56,5284.56,Matched,,,,,,
1628,CASH_IN,33499.16,33499.16,Matched,,,,,,
1629,CASH_IN,245041.35,245041.35,Matched,,,,,,
1630,PAYMENT,16265.77,16265.77,Matched,,,,,,
1631,CASH_IN,283308,283308,Matched,,,,,,
1632,CASH_IN,42922.81,42922.81,Matched,,,,,,
1633,PAYMENT,14054.64,14054.64,Matched,,,,,,
1634,CASH_IN,147844.59,147844.59,Matched,,,,,,
1635,CASH_IN,137465.55,137465.55,Matched,,,,,,
1636,CASH_IN,65525.9,65525.9,Matched,,,,,,
1637,CASH_IN,170207.14,170207.14,Matched,,,,,,
1638,CASH_IN,10844.67,10844.67,Matched,,,,,,
1639,CASH_IN,18513.77,18513.77,Matched,,,,,,
1640,CASH_IN,455440.65,455440.65,Matched,,,,,,
1641,CASH_IN,135327.21,135327.21,Matched,,,,,,
1642,CASH_IN,199318.34,199318.34,Matched,,,,,,
1643,PAYMENT,11334.96,11334.96,Matched,,,,,,
1644,CASH_IN,211094.41,211094.41,Matched,,,,,,
1645,CASH_IN,26295.3,26295.3,Matched,,,,,,
1646,PAYMENT,3283.87,3283.87,Matched,,,,,,
1647,PAYMENT,12445.65,12445.65,Matched,,,,,,
1648,CASH_IN,189595.83,189595.83,Matched,,,,,,
1649,CASH_IN,111549.83,111549.83,Matched,,,,,,
1651,CASH_IN,66413.56,66413.56,Matched,,,,,,
1652,CASH_IN,56912.01,56912.01,Matched,,,,,,
1653,TRANSFER,27008.84,27008.84,Matched,,,,,,
1654,PAYMENT,4552.47,4552.47,Matched,,,,,,
1655,CASH_IN,414285.51,414285.51,Matched,,,,,,
1656,DEBIT,1285.04,1285.04,Matched,,,,,,
1657,TRANSFER,331545.25,331545.25,Matched,,,,,,
1658,CASH_IN,298109.36,298109.36,Matched,,,,,,
1659,PAYMENT,7627.89,7627.89,Matched,,,,,,
1660,TRANSFER,42529.28,42529.28,Matched,,,,,,
1661,CASH_IN,269736.99,269736.99,Matched,,,,,,
1662,PAYMENT,846.91,846.91,Matched,,,,,,
1663,TRANSFER,252129.73,252129.73,Matched,,,,,,
1664,CASH_IN,18622.16,18622.16,Matched,,,,,,
1665,PAYMENT,42,42,Matched,,,,,,
1666,TRANSFER,206336.47,206336.47,Matched,,,,,,
1667,TRANSFER,473469.94,473469.94,Matched,,,,,,
1668,CASH_IN,183816.31,183816.31,Matched,,,,,,
1669,PAYMENT,10685.2,10685.2,Matched,,,,,,
1670,PAYMENT,689.85,689.85,Matched,,,,,,
1671,TRANSFER,2317408.88,2317408.88,Matched,,,,,,
1672,CASH_IN,143405.8,143405.8,Matched,,,,,,
1673,PAYMENT,5778.99,5778.99,Matched,,,,,,
1674,DEBIT,9837.13,9837.13,Matched,,,,,,
1675,PAYMENT,449.97,449.97,Matched,,,,,,
1676,PAYMENT,9463.48,9463.48,Matched,,,,,,
1677,PAYMENT,7366.3,7366.3,Matched,,,,,,
1678,PAYMENT,2743.55,2743.55,Matched,,,,,,
1679,PAYMENT,10810.73,10810.73,Matched,,,,,,
1680,PAYMENT,6456.26,6456.26,Matched,,,,,,
1681,TRANSFER,864389.49,864389.49,Matched,,,,,,
1682,PAYMENT,1548.73,1548.73,Matched,,,,,,
1683,CASH_OUT,96833.52,96833.52,Matched,,,,,,
1684,TRANSFER,276094.92,276094.92,Matched,,,,,,
1685,PAYMENT,5935.34,5935.34,Matched,,,,,,
1686,PAYMENT,4828.43,4828.43,Matched,,,,,,
1687,PAYMENT,1146.72,1146.72,Matched,,,,,,
1688,PAYMENT,8539.76,8539.76,Matched,,,,,,
1689,TRANSFER,132355.33,132355.33,Matched,,,,,,
1690,PAYMENT,1737.12,1737.12,Matched,,,,,,
1691,PAYMENT,13812.23,13812.23,Matched,,,,,,
1692,DEBIT,1703.38,1703.38,Matched,,,,,,
1693,PAYMENT,1089.31,1089.31,Matched,,,,,,
1694,PAYMENT,7566.04,7566.04,Matched,,,,,,
1695,CASH_OUT,332573.12,332573.12,Matched,,,,,,
1696,PAYMENT,5237.7,5237.7,Matched,,,,,,
1697,PAYMENT,3364.48,3364.48,Matched,,,,,,
1698,PAYMENT,186.33,186.33,Matched,,,,,,
1699,PAYMENT,1889.41,1889.41,Matched,,,,,,
1700,PAYMENT,10425.95,10425.95,Matched,,,,,,
1701,TRANSFER,169106.97,169106.97,Matched,,,,,,
1702,PAYMENT,4764.33,4764.33,Matched,,,,,,
1703,PAYMENT,2685.44,2685.44,Matched,,,,,,
1704,TRANSFER,2604219.11,2604219.11,Matched,,,,,,
1705,PAYMENT,9632.45,9632.45,Matched,,,,,,
1706,PAYMENT,1238.08,1238.08,Matched,,,,,,
1707,PAYMENT,13812.46,13812.46,Matched,,,,,,
1708,TRANSFER,249740.75,249740.75,Matched,,,,,,
1709,PAYMENT,1573.42,1573.42,Matched,,,,,,
1710,PAYMENT,17994.24,17994.24,Matched,,,,,,
1711,DEBIT,6159.72,6159.72,Matched,,,,,,
1712,PAYMENT,9125.93,9125.93,Matched,,,,,,
1713,PAYMENT,6396.49,6396.49,Matched,,,,,,
1714,DEBIT,11711.1,11711.1,Matched,,,,,,
1715,PAYMENT,7977.96,7977.96,Matched,,,,,,
1716,TRANSFER,119352.09,119352.09,Matched,,,,,,
1717,PAYMENT,2380.21,2380.21,Matched,,,,,,
1718,PAYMENT,5881.78,5881.78,Matched,,,,,,
1719,PAYMENT,7848.22,7848.22,Matched,,,,,,
1720,CASH_OUT,139754.72,139754.72,Matched,,,,,,
1721,TRANSFER,221452.04,221452.04,Matched,,,,,,
1722,PAYMENT,1461.06,1461.06,Matched,,,,,,
1723,PAYMENT,7625.73,7625.73,Matched,,,,,,
1724,TRANSFER,354832.51,354832.51,Matched,,,,,,
1725,PAYMENT,8787.63,8787.63,Matched,,,,,,
1726,DEBIT,4242.85,4242.85,Matched,,,,,,
1727,PAYMENT,3499.43,3499.43,Matched,,,,,,
1728,PAYMENT,3677.29,3677.29,Matched,,,,,,
1729,DEBIT,2261.24,2261.24,Matched,,,,,,
1730,PAYMENT,2724.24,2724.24,Matched,,,,,,
1731,PAYMENT,16749.98,16749.98,Matched,,,,,,
1732,DEBIT,642.26,642.26,Matched,,,,,,
1733,DEBIT,2807.73,2807.73,Matched,,,,,,
1734,DEBIT,2344.79,2344.79,Matched,,,,,,
1735,PAYMENT,10142.56,10142.56,Matched,,,,,,
1736,CASH_OUT,41295.56,41295.56,Matched,,,,,,
1737,PAYMENT,8525.08,8525.08,Matched,,,,,,
1738,TRANSFER,182385.22,182385.22,Matched,,,,,,
1739,CASH_OUT,13576.03,13576.03,Matched,,,,,,
1740,CASH_OUT,29572.74,29572.74,Matched,,,,,,
1741,PAYMENT,15640.06,15640.06,Matched,,,,,,
1742,PAYMENT,4448.53,4448.53,Matched,,,,,,
1743,CASH_OUT,53569.21,53569.21,Matched,,,,,,
1744,CASH_IN,58408.09,58408.09,Matched,,,,,,
1745,CASH_OUT,139247.62,139247.62,Matched,,,,,,
1746,PAYMENT,141.87,141.87,Matched,,,,,,
1747,CASH_OUT,60360.45,60360.45,Matched,,,,,,
1748,PAYMENT,793.64,793.64,Matched,,,,,,
1749,CASH_OUT,161795.9,161795.9,Matched,,,,,,
1750,CASH_OUT,98247.27,98247.27,Matched,,,,,,
1751,CASH_OUT,607537.17,607537.17,Matched,,,,,,
1752,PAYMENT,7315.54,7315.54,Matched,,,,,,
1753,CASH_OUT,254399.35,254399.35,Matched,,,,,,
1754,PAYMENT,4247.14,4247.14,Matched,,,,,,
1755,DEBIT,1533.55,1533.55,Matched,,,,,,
1756,CASH_OUT,427823.47,427823.47,Matched,,,,,,
1757,DEBIT,3256.43,3256.43,Matched,,,,,,
1758,PAYMENT,4504.48,4504.48,Matched,,,,,,
1759,CASH_OUT,16662.21,16662.21,Matched,,,,,,
1760,PAYMENT,3599.77,3599.77,Matched,,,,,,
1761,PAYMENT,4591.98,4591.98,Matched,,,,,,
1762,PAYMENT,3051.76,3051.76,Matched,,,,,,
1763,CASH_OUT,173570.67,173570.67,Matched,,,,,,
1764,PAYMENT,6831.38,6831.38,Matched,,,,,,
1765,PAYMENT,5567.55,5567.55,Matched,,,,,,
1766,PAYMENT,5675.84,5675.84,Matched,,,,,,
1767,CASH_OUT,54684.17,54684.17,Matched,,,,,,
1768,PAYMENT,2419.45,2419.45,Matched,,,,,,
1769,PAYMENT,4213.36,4213.36,Matched,,,,,,
1770,DEBIT,194.4,194.4,Matched,,,,,,
1771,CASH_OUT,87963.9,87963.9,Matched,,,,,,
1772,PAYMENT,3970.45,3970.45,Matched,,,,,,
1773,CASH_OUT,94740.26,94740.26,Matched,,,,,,
1774,PAYMENT,8176.58,8176.58,Matched,,,,,,
1775,CASH_OUT,565349.9,565349.9,Matched,,,,,,
1776,DEBIT,4497.03,4497.03,Matched,,,,,,
1777,PAYMENT,4074.17,4074.17,Matched,,,,,,
1778,TRANSFER,301706.01,301706.01,Matched,,,,,,
1779,PAYMENT,13695.83,13695.83,Matched,,,,,,
1780,PAYMENT,3065.41,3065.41,Matched,,,,,,
1781,CASH_OUT,94527.39,94527.39,Matched,,,,,,
1782,PAYMENT,8092.22,8092.22,Matched,,,,,,
1783,TRANSFER,229316.19,229316.19,Matched,,,,,,
1784,CASH_OUT,315552.62,315552.62,Matched,,,,,,
1785,CASH_OUT,286803.5,286803.5,Matched,,,,,,
1786,DEBIT,1898.84,1898.84,Matched,,,,,,
1787,CASH_OUT,48169.69,48169.69,Matched,,,,,,
1788,PAYMENT,3620.25,3620.25,Matched,,,,,,
1789,PAYMENT,652.67,652.67,Matched,,,,,,
1790,PAYMENT,1795.14,1795.14,Matched,,,,,,
1791,CASH_OUT,153952.87,153952.87,Matched,,,,,,
1792,CASH_OUT,118753.07,118753.07,Matched,,,,,,
1793,PAYMENT,5088.99,5088.99,Matched,,,,,,
1794,PAYMENT,6577.3,6577.3,Matched,,,,,,
1795,PAYMENT,1335.03,1335.03,Matched,,,,,,
1796,CASH_OUT,106705.8,106705.8,Matched,,,,,,
1797,PAYMENT,9305.93,9305.93,Matched,,,,,,
1798,CASH_OUT,328967.35,328967.35,Matched,,,,,,
1799,TRANSFER,498178.68,498178.68,Matched,,,,,,
1800,CASH_OUT,55855.58,55855.58,Matched,,,,,,
1801,PAYMENT,1897.66,1897.66,Matched,,,,,,
1802,CASH_OUT,370751.08,370751.08,Matched,,,,,,
1803,PAYMENT,1033.44,1023.11,Amount Mismatch,,,,,,
1804,CASH_OUT,49177.38,49177.38,Matched,,,,,,
1805,PAYMENT,96.32,96.32,Matched,,,,,,
1806,PAYMENT,1252.27,1252.27,Matched,,,,,,
1807,CASH_OUT,63557.19,63557.19,Matched,,,,,,
1808,TRANSFER,412906.88,412906.88,Matched,,,,,,
1809,PAYMENT,4911.89,4911.89,Matched,,,,,,
1810,CASH_OUT,33663.22,33663.22,Matched,,,,,,
1811,TRANSFER,288638.46,288638.46,Matched,,,,,,
1812,DEBIT,9755.38,9755.38,Matched,,,,,,
1813,CASH_OUT,20986.8,20986.8,Matched,,,,,,
1814,PAYMENT,2918.83,2918.83,Matched,,,,,,
1815,TRANSFER,300932.58,300932.58,Matched,,,,,,
1816,CASH_OUT,301680.88,301680.88,Matched,,,,,,
1817,PAYMENT,4852.65,4852.65,Matched,,,,,,
1818,PAYMENT,1246.74,1246.74,Matched,,,,,,
1819,TRANSFER,47940.14,47940.14,Matched,,,,,,
1820,CASH_OUT,9320.15,9320.15,Matched,,,,,,
1821,PAYMENT,13343.47,13343.47,Matched,,,,,,
1822,PAYMENT,1527.08,1527.08,Matched,,,,,,
1823,TRANSFER,118365.47,118365.47,Matched,,,,,,
1824,CASH_OUT,241488.05,241488.05,Matched,,,,,,
1825,DEBIT,1672.55,1672.55,Matched,,,,,,
1826,TRANSFER,16626.81,16626.81,Matched,,,,,,
1827,TRANSFER,38829.9,38829.9,Matched,,,,,,
1828,CASH_OUT,60850.8,60850.8,Matched,,,,,,
1829,PAYMENT,1020.89,1020.89,Matched,,,,,,
1830,TRANSFER,96757.4,96757.4,Matched,,,,,,
1831,PAYMENT,749.26,749.26,Matched,,,,,,
1832,CASH_OUT,476934.35,476934.35,Matched,,,,,,
1833,PAYMENT,4440.79,4440.79,Matched,,,,,,
1834,TRANSFER,297448.33,297448.33,Matched,,,,,,
1835,PAYMENT,2560.3,2560.3,Matched,,,,,,
1836,PAYMENT,12271.39,12271.39,Matched,,,,,,
1837,TRANSFER,287509.05,287509.05,Matched,,,,,,
1838,TRANSFER,383736.31,383736.31,Matched,,,,,,
1839,TRANSFER,379953.15,379953.15,Matched,,,,,,
1840,TRANSFER,1212719.61,1212719.61,Matched,,,,,,
1841,PAYMENT,9198.49,9198.49,Matched,,,,,,
1842,DEBIT,917.38,917.38,Matched,,,,,,
1843,TRANSFER,210650.2,210650.2,Matched,,,,,,
1844,PAYMENT,6905.9,6905.9,Matched,,,,,,
1845,TRANSFER,1636507.63,1636507.63,Matched,,,,,,
1846,PAYMENT,3611.72,3611.72,Matched,,,,,,
1847,TRANSFER,651387.84,651387.84,Matched,,,,,,
1848,PAYMENT,8949.54,8949.54,Matched,,,,,,
1849,TRANSFER,548288.31,548288.31,Matched,,,,,,
1850,CASH_OUT,598674.03,598674.03,Matched,,,,,,
1851,PAYMENT,2193.94,2193.94,Matched,,,,,,
1852,TRANSFER,2107293.71,2107293.71,Matched,,,,,,
1853,CASH_OUT,135357.16,135357.16,Matched,,,,,,
1854,PAYMENT,9479.66,9479.66,Matched,,,,,,
1855,TRANSFER,1918461.7,1918461.7,Matched,,,,,,
1856,CASH_OUT,422125.99,422125.99,Matched,,,,,,
1857,PAYMENT,10757.7,10757.7,Matched,,,,,,
1858,TRANSFER,291753.7,291753.7,Matched,,,,,,
1859,CASH_OUT,57643.24,57643.24,Matched,,,,,,
1860,PAYMENT,18832.61,18832.61,Matched,,,,,,
1861,PAYMENT,6259.18,6259.18,Matched,,,,,,
1862,TRANSFER,556542.19,556542.19,Matched,,,,,,
1863,PAYMENT,11261.67,11261.67,Matched,,,,,,
1864,PAYMENT,11468.9,11468.9,Matched,,,,,,
1865,PAYMENT,7003.44,7003.44,Matched,,,,,,
1866,TRANSFER,416106.78,416106.78,Matched,,,,,,
1867,TRANSFER,138647.54,138647.54,Matched,,,,,,
1868,PAYMENT,6872.19,6872.19,Matched,,,,,,
1869,PAYMENT,4447.55,4447.55,Matched,,,,,,
1870,DEBIT,3870.28,3870.28,Matched,,,,,,
1871,PAYMENT,911.27,911.27,Matched,,,,,,
1872,TRANSFER,25071.46,25071.46,Matched,,,,,,
1873,PAYMENT,4627.42,4627.42,Matched,,,,,,
1874,PAYMENT,7694.63,7694.63,Matched,,,,,,
1875,CASH_OUT,25071.46,25071.46,Matched,,,,,,
1876,PAYMENT,2517.79,2517.79,Matched,,,,,,
1877,DEBIT,588.33,588.33,Matched,,,,,,
1878,PAYMENT,11353.99,11353.99,Matched,,,,,,
1879,PAYMENT,3239.95,3239.95,Matched,,,,,,
1880,CASH_OUT,100939.43,100939.43,Matched,,,,,,
1881,PAYMENT,3559.49,3559.49,Matched,,,,,,
1882,PAYMENT,6683.73,6683.73,Matched,,,,,,
1883,PAYMENT,10286.48,10286.48,Matched,,,,,,
1884,DEBIT,3455.98,3455.98,Matched,,,,,,
1885,PAYMENT,2488.09,2488.09,Matched,,,,,,
1886,PAYMENT,2011.81,2011.81,Matched,,,,,,
1887,PAYMENT,1068.45,1068.45,Matched,,,,,,
1888,PAYMENT,353.9,353.9,Matched,,,,,,
1889,PAYMENT,9520.02,9520.02,Matched,,,,,,
1890,DEBIT,454.51,454.51,Matched,,,,,,
1891,PAYMENT,8440.86,8440.86,Matched,,,,,,
1892,PAYMENT,4273.56,4273.56,Matched,,,,,,
1893,TRANSFER,302665.03,302665.03,Matched,,,,,,
1894,PAYMENT,9160.94,9160.94,Matched,,,,,,
1895,CASH_OUT,26844.84,26844.84,Matched,,,,,,
1896,PAYMENT,11063.08,11063.08,Matched,,,,,,
1897,PAYMENT,885.95,885.95,Matched,,,,,,
1898,PAYMENT,18392.23,18392.23,Matched,,,,,,
1899,PAYMENT,634.41,634.41,Matched,,,,,,
1900,PAYMENT,4137.89,4137.89,Matched,,,,,,
1901,PAYMENT,2357.63,2357.63,Matched,,,,,,
1902,CASH_OUT,58516.68,58516.68,Matched,,,,,,
1903,PAYMENT,5504.59,5504.59,Matched,,,,,,
1904,PAYMENT,5157.05,5157.05,Matched,,,,,,
1905,PAYMENT,5077.6,5077.6,Matched,,,,,,
1906,PAYMENT,5746.44,5746.44,Matched,,,,,,
1907,PAYMENT,3780.15,3780.15,Matched,,,,,,
1908,PAYMENT,4471.34,4471.34,Matched,,,,,,
1909,PAYMENT,5607.36,5607.36,Matched,,,,,,
1910,PAYMENT,3504.75,3504.75,Matched,,,,,,
1911,PAYMENT,6525.58,6525.58,Matched,,,,,,
1912,PAYMENT,6360.79,6360.79,Matched,,,,,,
1913,PAYMENT,2716.67,2716.67,Matched,,,,,,
1914,CASH_IN,67200.07,67200.07,Matched,,,,,,
1915,PAYMENT,12749.19,12749.19,Matched,,,,,,
1916,PAYMENT,4219.94,4219.94,Matched,,,,,,
1917,PAYMENT,2453.34,2453.34,Matched,,,,,,
1918,PAYMENT,7652.07,7652.07,Matched,,,,,,
1919,PAYMENT,5831.05,5831.05,Matched,,,,,,
1920,PAYMENT,79.26,79.26,Matched,,,,,,
1921,PAYMENT,4261.17,4261.17,Matched,,,,,,
1922,CASH_OUT,450465.15,450465.15,Matched,,,,,,
1923,PAYMENT,3758.16,3758.16,Matched,,,,,,
1924,PAYMENT,9855.36,9855.36,Matched,,,,,,
1925,PAYMENT,6146.81,6146.81,Matched,,,,,,
1926,PAYMENT,17540.66,17540.66,Matched,,,,,,
1927,PAYMENT,24495.45,24495.45,Matched,,,,,,
1928,PAYMENT,10726.49,10726.49,Matched,,,,,,
1929,DEBIT,4479.63,4479.63,Matched,,,,,,
1930,CASH_IN,2673.64,2673.64,Matched,,,,,,
1931,PAYMENT,1284.49,1284.49,Matched,,,,,,
1932,PAYMENT,1833.22,1833.22,Matched,,,,,,
1933,PAYMENT,4215.08,4215.08,Matched,,,,,,
1934,CASH_OUT,144659.77,144659.77,Matched,,,,,,
1935,TRANSFER,34115.82,34115.82,Matched,,,,,,
1936,PAYMENT,3468.74,3468.74,Matched,,,,,,
1937,CASH_OUT,53094.17,53094.17,Matched,,,,,,
1938,PAYMENT,2210.66,2210.66,Matched,,,,,,
1939,PAYMENT,244.09,244.09,Matched,,,,,,
1940,CASH_OUT,43721.1,43721.1,Matched,,,,,,
1941,PAYMENT,137.88,137.88,Matched,,,,,,
1942,TRANSFER,22190.99,22190.99,Matched,,,,,,
1943,CASH_OUT,119537.32,119537.32,Matched,,,,,,
1944,CASH_IN,168451.53,168451.53,Matched,,,,,,
1945,CASH_OUT,33349.84,33349.84,Matched,,,,,,
1946,PAYMENT,7155.31,7155.31,Matched,,,,,,
1947,CASH_IN,187256.62,187256.62,Matched,,,,,,
1948,CASH_IN,123545.77,123545.77,Matched,,,,,,
1949,PAYMENT,2432.88,2432.88,Matched,,,,,,
1950,CASH_OUT,335979.26,335979.26,Matched,,,,,,
1951,CASH_IN,629989.76,629989.76,Matched,,,,,,
1952,CASH_IN,28463.91,28463.91,Matched,,,,,,
1953,PAYMENT,9021.44,9021.44,Matched,,,,,,
1954,CASH_OUT,183842.53,183842.53,Matched,,,,,,
1955,CASH_IN,29025.9,29025.9,Matched,,,,,,
1956,CASH_IN,42012.45,42012.45,Matched,,,,,,
1957,PAYMENT,4476.2,4476.2,Matched,,,,,,
1958,CASH_OUT,286737.98,286737.98,Matched,,,,,,
1959,CASH_IN,27948.65,27948.65,Matched,,,,,,
1960,CASH_IN,170686.08,170686.08,Matched,,,,,,
1961,PAYMENT,14546.65,14546.65,Matched,,,,,,
1962,CASH_OUT,472609.82,472609.82,Matched,,,,,,
1963,CASH_IN,91223.06,91223.06,Matched,,,,,,
1964,CASH_IN,283561.25,283561.25,Matched,,,,,,
1965,TRANSFER,272709.33,272709.33,Matched,,,,,,
1966,CASH_OUT,271982.1,271982.1,Matched,,,,,,
1967,CASH_IN,62684.91,62684.91,Matched,,,,,,
1968,CASH_IN,215742.75,215742.75,Matched,,,,,,
1969,PAYMENT,7669.42,7669.42,Matched,,,,,,
1970,CASH_OUT,154611.64,154611.64,Matched,,,,,,
1971,CASH_IN,355252.74,355252.74,Matched,,,,,,
1972,CASH_IN,56869.53,56869.53,Matched,,,,,,
1973,CASH_OUT,14750.26,14750.26,Matched,,,,,,
1974,CASH_OUT,125275,125275,Matched,,,,,,
1975,CASH_IN,374419.58,374419.58,Matched,,,,,,
1976,CASH_IN,13553.79,13553.79,Matched,,,,,,
1977,CASH_OUT,107421.26,107421.26,Matched,,,,,,
1978,CASH_OUT,443200.31,443200.31,Matched,,,,,,
1979,CASH_IN,71151.31,71151.31,Matched,,,,,,
1980,CASH_IN,192461.6,192461.6,Matched,,,,,,
1981,CASH_OUT,36448.64,36448.64,Matched,,,,,,
1982,CASH_IN,66358.89,66358.89,Matched,,,,,,
1983,CASH_IN,357220.77,357220.77,Matched,,,,,,
1984,CASH_OUT,12939.66,12939.66,Matched,,,,,,
1985,CASH_IN,346761.87,346761.87,Matched,,,,,,
1986,CASH_IN,32726.88,32726.88,Matched,,,,,,
1987,CASH_OUT,198137.4,198137.4,Matched,,,,,,
1988,CASH_IN,291839.31,291839.31,Matched,,,,,,
1989,CASH_IN,28212.4,28212.4,Matched,,,,,,
1990,CASH_IN,285578.26,285578.26,Matched,,,,,,
1991,CASH_IN,360997.83,360997.83,Matched,,,,,,
1992,CASH_IN,398354.37,398354.37,Matched,,,,,,
1993,CASH_IN,112637.63,112637.63,Matched,,,,,,
1994,CASH_OUT,256481.43,256481.43,Matched,,,,,,
1995,CASH_IN,141632.37,141632.37,Matched,,,,,,
1996,CASH_IN,162591.2,162591.2,Matched,,,,,,
1997,CASH_IN,332359.2,332359.2,Matched,,,,,,
1998,CASH_OUT,236277.01,236277.01,Matched,,,,,,
1999,CASH_IN,193448.55,193448.55,Matched,,,,,,
2000,CASH_OUT,112193.65,112193.65,Matched,,,,,,
2002,PAYMENT,7071.77,7071.77,Matched,,,,,,
2003,CASH_IN,334092.55,334092.55,Matched,,,,,,
2004,CASH_OUT,40030.78,40030.78,Matched,,,,,,
2005,CASH_IN,131011.3,131011.3,Matched,,,,,,
2006,PAYMENT,6511.48,6511.48,Matched,,,,,,
2007,CASH_IN,90380.34,90380.34,Matched,,,,,,
2008,CASH_IN,215798,215798,Matched,,,,,,
2009,PAYMENT,8592.89,8592.89,Matched,,,,,,
2010,CASH_IN,65236.81,65236.81,Matched,,,,,,
2011,DEBIT,2356.99,2356.99,Matched,,,,,,
2012,CASH_IN,65934.11,65934.11,Matched,,,,,,
2013,CASH_IN,336237.38,336237.38,Matched,,,,,,
2014,CASH_OUT,287126.39,287126.39,Matched,,,,,,
2015,CASH_IN,293530.31,293530.31,Matched,,,,,,
2016,PAYMENT,7363.65,7363.65,Matched,,,,,,
2017,CASH_IN,160053.19,160053.19,Matched,,,,,,
2018,CASH_IN,551607.7,551607.7,Matched,,,,,,
2019,PAYMENT,4613.1,4613.1,Matched,,,,,,
2020,CASH_IN,80448.13,80448.13,Matched,,,,,,
2021,CASH_IN,286279.93,286279.93,Matched,,,,,,
2022,PAYMENT,3787.43,3787.43,Matched,,,,,,
2023,CASH_IN,58447.8,58447.8,Matched,,,,,,
2024,PAYMENT,3879.16,3879.16,Matched,,,,,,
2025,CASH_IN,36860.96,36860.96,Matched,,,,,,
2026,PAYMENT,10543.05,10543.05,Matched,,,,,,
2027,CASH_IN,158483.1,158483.1,Matched,,,,,,
2028,CASH_IN,99295.78,99295.78,Matched,,,,,,
2029,PAYMENT,10719.85,10719.85,Matched,,,,,,
2030,CASH_IN,49031.62,49031.62,Matched,,,,,,
2031,CASH_IN,240680.1,240680.1,Matched,,,,,,
2032,PAYMENT,3857.29,3857.29,Matched,,,,,,
2033,CASH_IN,134469.08,134469.08,Matched,,,,,,
2034,CASH_IN,42198.41,42198.41,Matched,,,,,,
2035,PAYMENT,7028.85,7028.85,Matched,,,,,,
2036,CASH_IN,265098.67,265098.67,Matched,,,,,,
2037,CASH_IN,280403.82,280403.82,Matched,,,,,,
2038,CASH_IN,65591.87,65591.87,Matched,,,,,,
2039,PAYMENT,2402.16,2402.16,Matched,,,,,,
2040,CASH_IN,266803.57,266803.57,Matched,,,,,,
2041,CASH_IN,421555.71,421555.71,Matched,,,,,,
2042,PAYMENT,3375.94,3375.94,Matched,,,,,,
2043,CASH_IN,616461.19,616461.19,Matched,,,,,,
2044,CASH_IN,150550.59,150550.59,Matched,,,,,,
2045,PAYMENT,8999.94,8999.94,Matched,,,,,,
2046,CASH_IN,80487.01,80487.01,Matched,,,,,,
2047,CASH_IN,83153.23,83153.23,Matched,,,,,,
2049,CASH_IN,269603.45,269603.45,Matched,,,,,,
2050,CASH_IN,50137.65,50137.65,Matched,,,,,,
2051,CASH_IN,188071.25,188071.25,Matched,,,,,,
2052,CASH_IN,474447.95,474447.95,Matched,,,,,,
2053,CASH_IN,263590.95,263590.95,Matched,,,,,,
2054,CASH_IN,70139.43,70139.43,Matched,,,,,,
2055,CASH_IN,373152.4,373152.4,Matched,,,,,,
